Unnamed: 0,key,sentences,,,,,,,,human query+ features,only feature,only human query,without fintuning,,,,,chart,hardness,table_name,vegalite_spec
451,2642,What’s the breakdown of classes by race?,,,,,,,,1,1,1,1,,,,,Pie,Easy,race,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2642"", ""data"": {""values"": [{""Class"": ""DP/GT"", ""COUNT_Class_"": 5}, {""Class"": ""GT"", ""COUNT_Class_"": 2}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Class_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Class"", ""type"": ""nominal""}}}"
452,2645,What are the names and seatings of all tracks that opened after 2000?,,,,,,,,1,1,1,1,,,,,Pie,Easy,track,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2645"", ""data"": {""values"": [{""Name"": ""Chicagoland Speedway"", ""Seating"": 75000}, {""Name"": ""Kansas Speedway"", ""Seating"": 81687}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""Seating"", ""type"": ""quantitative""}, ""color"": {""field"": ""Name"", ""type"": ""nominal""}}}"
453,2646,What are the names and seat numbers of all tracks opened after 2000?,,,,,,,,1,1,1,1,,,,,Bar,Medium,track,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2646"", ""data"": {""values"": [{""Name"": ""Chicagoland Speedway"", ""Seating"": 75000}, {""Name"": ""Kansas Speedway"", ""Seating"": 81687}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Name"", ""type"": ""nominal""}, ""y"": {""field"": ""Seating"", ""type"": ""quantitative""}}}"
454,2652,What’s the count of railway builders?,,,,,,,,1,1,1,1,,,,,Bar,Medium,railway,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2652"", ""data"": {""values"": [{""Builder"": ""Avonside"", ""COUNT_Builder_"": 1}, {""Builder"": ""GER Hartford"", ""COUNT_Builder_"": 1}, {""Builder"": ""GER Stratford"", ""COUNT_Builder_"": 1}, {""Builder"": ""GNR Doncaster"", ""COUNT_Builder_"": 1}, {""Builder"": ""GWR Swindon"", ""COUNT_Builder_"": 2}, {""Builder"": ""MR Derby"", ""COUNT_Builder_"": 1}, {""Builder"": ""SECR Ashford"", ""COUNT_Builder_"": 1}, {""Builder"": ""Stephenson"", ""COUNT_Builder_"": 1}, {""Builder"": ""Swindon Works"", ""COUNT_Builder_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Builder"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Builder_"", ""type"": ""quantitative""}}}"
455,2656,"Which countries have managers over 50 or under 46, and how many are there in each?",,,,,,,,1,1,1,1,,,,,Pie,Hard,manager,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2656"", ""data"": {""values"": [{""Country"": ""Australia"", ""COUNT_Country_"": 1}, {""Country"": ""England"", ""COUNT_Country_"": 1}, {""Country"": ""United States"", ""COUNT_Country_"": 2}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Country_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Country"", ""type"": ""nominal""}}}"
456,2657,"Which countries have managers over 50 or under 46, and how many are there in each?",,,,,,,,1,1,1,1,,,,,Bar,Hard,manager,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2657"", ""data"": {""values"": [{""Country"": ""Australia"", ""COUNT_Country_"": 1}, {""Country"": ""England"", ""COUNT_Country_"": 1}, {""Country"": ""United States"", ""COUNT_Country_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Country"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Country_"", ""type"": ""quantitative""}}}"
457,2693,What’s the breakdown of school types and how many buses each type has?,,,,,,,,1,1,1,1,,,,,Pie,Medium,school_bus,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2693"", ""data"": {""values"": [{""Type"": ""Private"", ""count_"": 3}, {""Type"": ""Public"", ""count_"": 2}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""count_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Type"", ""type"": ""nominal""}}}"
458,2694,How many buses are there for each type of school?,,,,,,,,1,1,1,1,,,,,Bar,Medium,school_bus,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2694"", ""data"": {""values"": [{""Type"": ""Private"", ""count_"": 3}, {""Type"": ""Public"", ""count_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Type"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
459,2695,What’s the breakdown of drivers by their home city?,,,,,,,,1,1,1,1,,,,,Pie,Easy,driver,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2695"", ""data"": {""values"": [{""Home_city"": ""Bethel"", ""COUNT_Home_city_"": 1}, {""Home_city"": ""Coventry"", ""COUNT_Home_city_"": 1}, {""Home_city"": ""East Hartford"", ""COUNT_Home_city_"": 3}, {""Home_city"": ""Hartford"", ""COUNT_Home_city_"": 6}, {""Home_city"": ""Manchester"", ""COUNT_Home_city_"": 1}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Home_city_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Home_city"", ""type"": ""nominal""}}}"
460,2703,Could you show the donors and their endowment amounts?,,,,,,,,1,1,1,1,,,,,Bar,Medium,endowment,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2703"", ""data"": {""values"": [{""donator_name"": ""San José de Ocoa"", ""sum_amount_"": 9.83}, {""donator_name"": ""Valverde"", ""sum_amount_"": 9.73}, {""donator_name"": ""Distrito Nacional"", ""sum_amount_"": 9.55}, {""donator_name"": ""Monte Plata"", ""sum_amount_"": 9.51}, {""donator_name"": ""San Cristóbal"", ""sum_amount_"": 9.05}, {""donator_name"": ""Santo Domingo Este"", ""sum_amount_"": 8.99}, {""donator_name"": ""Santiago"", ""sum_amount_"": 8.85}, {""donator_name"": ""La Vega"", ""sum_amount_"": 8.82}, {""donator_name"": ""Duarte"", ""sum_amount_"": 8.53}, {""donator_name"": ""Com. Dom. En Estados Unidos"", ""sum_amount_"": 8.43}, {""donator_name"": ""Peravia"", ""sum_amount_"": 8.33}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""donator_name"", ""type"": ""nominal""}, ""y"": {""field"": ""sum_amount_"", ""type"": ""quantitative""}}}"
461,2705,What share of the total enrollment comes from each county?,,,,,,,,1,1,1,1,,,,,Pie,Easy,school,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2705"", ""data"": {""values"": [{""County"": ""20 Elkhart"", ""sum_enrollment_"": 601}, {""County"": ""46 LaPorte 71 St. Joseph"", ""sum_enrollment_"": 852}, {""County"": ""50 Marshall"", ""sum_enrollment_"": 1098}, {""County"": ""71 St. Joseph"", ""sum_enrollment_"": 984}, {""County"": ""75 Starke"", ""sum_enrollment_"": 620}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""sum_enrollment_"", ""type"": ""quantitative""}, ""color"": {""field"": ""County"", ""type"": ""nominal""}}}"
464,2724,What’s the count of schools for each denomination?,,,,,,,,1,1,1,1,,,,,Bar,Easy,school,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2724"", ""data"": {""values"": [{""Denomination"": ""Anglican"", ""COUNT_"": 3}, {""Denomination"": ""Catholic"", ""COUNT_"": 2}, {""Denomination"": ""Uniting Church"", ""COUNT_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Denomination"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
466,2736,How many captains under 50 are there in each rank?,,,,,,,,1,1,1,1,,,,,Pie,Medium,captain,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2736"", ""data"": {""values"": [{""Rank"": ""Commander, junior captain"", ""count_"": 1}, {""Rank"": ""Lieutenant"", ""count_"": 1}, {""Rank"": ""Midshipman"", ""count_"": 3}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""count_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Rank"", ""type"": ""nominal""}}}"
469,2748,What’s the class breakdown for ships without a captain?,,,,,,,,1,1,1,1,,,,,Pie,Medium,ship,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2748"", ""data"": {""values"": [{""Class"": ""GL"", ""COUNT_Class_"": 1}, {""Class"": ""KR"", ""COUNT_Class_"": 3}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Class_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Class"", ""type"": ""nominal""}}}"
470,2749,How many ship classes don’t have a captain?,,,,,,,,1,1,1,1,,,,,Bar,Medium,ship,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2749"", ""data"": {""values"": [{""Class"": ""GL"", ""COUNT_Class_"": 1}, {""Class"": ""KR"", ""COUNT_Class_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Class"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Class_"", ""type"": ""quantitative""}}}"
471,2750,What’s the total number of captains in each rank for every class?,,,,,,,,0,1,0,1,,,,,Stacked Bar,Hard,ship_1,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2750"", ""data"": {""values"": [{""classify"": ""Commander, junior captain"", ""Class"": ""Armed schooner"", ""COUNT_Class_"": 0}, {""classify"": ""Commander, junior captain"", ""Class"": ""Cutter"", ""COUNT_Class_"": 0}, {""classify"": ""Commander, junior captain"", ""Class"": ""Frigate"", ""COUNT_Class_"": 0}, {""classify"": ""Commander, junior captain"", ""Class"": ""Sloop-of-war"", ""COUNT_Class_"": 1}, {""classify"": ""Commander, junior captain"", ""Class"": ""Third-rate ship of the line"", ""COUNT_Class_"": 0}, {""classify"": ""Lieutenant"", ""Class"": ""Armed schooner"", ""COUNT_Class_"": 0}, {""classify"": ""Lieutenant"", ""Class"": ""Cutter"", ""COUNT_Class_"": 0}, {""classify"": ""Lieutenant"", ""Class"": ""Frigate"", ""COUNT_Class_"": 1}, {""classify"": ""Lieutenant"", ""Class"": ""Sloop-of-war"", ""COUNT_Class_"": 0}, {""classify"": ""Lieutenant"", ""Class"": ""Third-rate ship of the line"", ""COUNT_Class_"": 1}, {""classify"": ""Midshipman"", ""Class"": ""Armed schooner"", ""COUNT_Class_"": 1}, {""classify"": ""Midshipman"", ""Class"": ""Cutter"", ""COUNT_Class_"": 1}, {""classify"": ""Midshipman"", ""Class"": ""Frigate"", ""COUNT_Class_"": 0}, {""classify"": ""Midshipman"", ""Class"": ""Sloop-of-war"", ""COUNT_Class_"": 0}, {""classify"": ""Midshipman"", ""Class"": ""Third-rate ship of the line"", ""COUNT_Class_"": 2}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Class"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Class_"", ""type"": ""quantitative""}, ""color"": {""field"": ""classify"", ""type"": ""nominal""}}}"
472,2752,What’s the total number of captains in each class?,,,,,,,,1,1,1,1,,,,,Pie,Easy,captain,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2752"", ""data"": {""values"": [{""Class"": ""Armed schooner"", ""COUNT_Class_"": 1}, {""Class"": ""Cutter"", ""COUNT_Class_"": 1}, {""Class"": ""Frigate"", ""COUNT_Class_"": 1}, {""Class"": ""Sloop-of-war"", ""COUNT_Class_"": 1}, {""Class"": ""Third-rate ship of the line"", ""COUNT_Class_"": 3}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Class_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Class"", ""type"": ""nominal""}}}"
473,2757,How many ships are there of each type?,,,,,,,,1,1,1,1,,,,,Pie,Easy,ship,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2757"", ""data"": {""values"": [{""Type"": ""Battle ship"", ""COUNT_Type_"": 3}, {""Type"": ""Cargo ship"", ""COUNT_Type_"": 5}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Type_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Type"", ""type"": ""nominal""}}}"
474,2759,What's the total count of ships for each nationality?,,,,,,,,1,1,1,1,,,,,Pie,Easy,ship,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2759"", ""data"": {""values"": [{""Nationality"": ""United Kingdom"", ""COUNT_Nationality_"": 5}, {""Nationality"": ""United States"", ""COUNT_Nationality_"": 3}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Nationality_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Nationality"", ""type"": ""nominal""}}}"
475,2764,What's the average tonnage for each type of ship?,,,,,,,,1,1,1,1,,,,,Pie,Easy,ship,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2764"", ""data"": {""values"": [{""Type"": ""Battle ship"", ""avg_Tonnage_"": 4845}, {""Type"": ""Cargo ship"", ""avg_Tonnage_"": 3932.2}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""avg_Tonnage_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Type"", ""type"": ""nominal""}}}"
478,2780,"Which players have an overall rating of at least 70, and how are their birthdays spread across the years?",,,,,,,,1,1,1,1,,,,,Bar,Extra Hard,Player,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2780"", ""data"": {""values"": [{""birthday"": ""Mon"", ""COUNT_birthday_"": 1}, {""birthday"": ""Tue"", ""COUNT_birthday_"": 1}, {""birthday"": ""Wed"", ""COUNT_birthday_"": 2}, {""birthday"": ""Thur"", ""COUNT_birthday_"": 0}, {""birthday"": ""Fri"", ""COUNT_birthday_"": 1}, {""birthday"": ""Sat"", ""COUNT_birthday_"": 0}, {""birthday"": ""Sun"", ""COUNT_birthday_"": 0}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""birthday"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_birthday_"", ""type"": ""quantitative""}}}"
480,2782,"Which players have a composite score of at least 75, and what’s the trend in their birth years across different foot preferences?",,,,,,,,1,1,1,1,,,,,Line,Extra Hard,Player,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2782"", ""data"": {""values"": [{""birthday"": 1967, ""COUNT_birthday_"": 1}, {""birthday"": 1968, ""COUNT_birthday_"": 1}, {""birthday"": 1969, ""COUNT_birthday_"": 4}, {""birthday"": 1970, ""COUNT_birthday_"": 10}, {""birthday"": 1971, ""COUNT_birthday_"": 11}, {""birthday"": 1972, ""COUNT_birthday_"": 16}, {""birthday"": 1973, ""COUNT_birthday_"": 36}, {""birthday"": 1974, ""COUNT_birthday_"": 56}, {""birthday"": 1975, ""COUNT_birthday_"": 93}, {""birthday"": 1976, ""COUNT_birthday_"": 120}, {""birthday"": 1977, ""COUNT_birthday_"": 141}, {""birthday"": 1978, ""COUNT_birthday_"": 192}, {""birthday"": 1979, ""COUNT_birthday_"": 255}, {""birthday"": 1980, ""COUNT_birthday_"": 306}, {""birthday"": 1981, ""COUNT_birthday_"": 339}, {""birthday"": 1982, ""COUNT_birthday_"": 308}, {""birthday"": 1983, ""COUNT_birthday_"": 370}, {""birthday"": 1984, ""COUNT_birthday_"": 385}, {""birthday"": 1985, ""COUNT_birthday_"": 381}, {""birthday"": 1986, ""COUNT_birthday_"": 436}, {""birthday"": 1987, ""COUNT_birthday_"": 428}, {""birthday"": 1988, ""COUNT_birthday_"": 446}, {""birthday"": 1989, ""COUNT_birthday_"": 400}, {""birthday"": 1990, ""COUNT_birthday_"": 363}, {""birthday"": 1991, ""COUNT_birthday_"": 327}, {""birthday"": 1992, ""COUNT_birthday_"": 273}, {""birthday"": 1993, ""COUNT_birthday_"": 225}, {""birthday"": 1994, ""COUNT_birthday_"": 159}, {""birthday"": 1995, ""COUNT_birthday_"": 94}, {""birthday"": 1996, ""COUNT_birthday_"": 42}, {""birthday"": 1997, ""COUNT_birthday_"": 15}, {""birthday"": 1999, ""COUNT_birthday_"": 2}]}, ""mark"": ""line"", ""encoding"": {""x"": {""field"": ""birthday"", ""type"": ""quantitative""}, ""y"": {""field"": ""COUNT_birthday_"", ""type"": ""quantitative""}}}"
481,2785,Which students took part in the tryout and how many were there?,,,,,,,,1,1,1,1,,,,,Pie,Hard,player,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2785"", ""data"": {""values"": [{""pName"": ""Andrew"", ""COUNT_pName_"": 2}, {""pName"": ""Blake"", ""COUNT_pName_"": 1}, {""pName"": ""Charles"", ""COUNT_pName_"": 1}, {""pName"": ""David"", ""COUNT_pName_"": 1}, {""pName"": ""Eddie"", ""COUNT_pName_"": 1}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_pName_"", ""type"": ""quantitative""}, ""color"": {""field"": ""pName"", ""type"": ""nominal""}}}"
483,2795,"Which colleges have at least one student accepted in the tryout decision, and what are their enrollments?",,,,,,,,1,1,1,1,,,,,Pie,Medium,college,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2795"", ""data"": {""values"": [{""state"": ""ASU"", ""enr"": 12000}, {""state"": ""FSU"", ""enr"": 19000}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""enr"", ""type"": ""quantitative""}, ""color"": {""field"": ""state"", ""type"": ""nominal""}}}"
484,2799,What's the proportion of the smallest enrollment in each state?,,,,,,,,1,1,1,1,,,,,Pie,Easy,college,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2799"", ""data"": {""values"": [{""state"": ""AZ"", ""min_enr_"": 12000}, {""state"": ""FL"", ""min_enr_"": 19000}, {""state"": ""LA"", ""min_enr_"": 18000}, {""state"": ""OK"", ""min_enr_"": 22000}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""min_enr_"", ""type"": ""quantitative""}, ""color"": {""field"": ""state"", ""type"": ""nominal""}}}"
485,2802,Which colleges have how many students participating in the tryout?,,,,,,,,1,1,1,1,,,,,Bar,Medium,tryout,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2802"", ""data"": {""values"": [{""cName"": ""ASU"", ""count_"": 2}, {""cName"": ""LSU"", ""count_"": 2}, {""cName"": ""FSU"", ""count_"": 1}, {""cName"": ""OU"", ""count_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""cName"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
486,2804,"Which products aren’t associated with any event, and how many of them are there?",,,,,,,,1,1,1,0,,,,,Pie,Medium,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2804"", ""data"": {""values"": [{""Product_Name"": ""Business Policy"", ""COUNT_Product_Name_"": 1}, {""Product_Name"": ""Business Policy B"", ""COUNT_Product_Name_"": 1}, {""Product_Name"": ""Dinning"", ""COUNT_Product_Name_"": 2}, {""Product_Name"": ""Men suits"", ""COUNT_Product_Name_"": 1}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Product_Name_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Product_Name"", ""type"": ""nominal""}}}"
487,2806,What are the different product type codes and how many products belong to each?,,,,,,,,1,1,1,1,,,,,Pie,Easy,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2806"", ""data"": {""values"": [{""Product_Type_Code"": ""Books"", ""COUNT_"": 4}, {""Product_Type_Code"": ""Clothes"", ""COUNT_"": 2}, {""Product_Type_Code"": ""Electronics"", ""COUNT_"": 4}, {""Product_Type_Code"": ""Food"", ""COUNT_"": 5}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Product_Type_Code"", ""type"": ""nominal""}}}"
488,2807,What are the different product type codes and how many products fall under each one?,,,,,,,,1,1,1,1,,,,,Bar,Easy,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2807"", ""data"": {""values"": [{""Product_Type_Code"": ""Books"", ""COUNT_"": 4}, {""Product_Type_Code"": ""Clothes"", ""COUNT_"": 2}, {""Product_Type_Code"": ""Electronics"", ""COUNT_"": 4}, {""Product_Type_Code"": ""Food"", ""COUNT_"": 5}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Product_Type_Code"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
489,2808,"Which products appear in how many events, listed from the most to the least?",,,,,,,,1,1,1,1,,,,,Bar,Hard,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2808"", ""data"": {""values"": [{""Product_Name"": ""TV Equipments"", ""COUNT_"": 5}, {""Product_Name"": ""Special Dinning"", ""COUNT_"": 4}, {""Product_Name"": ""Men suits"", ""COUNT_"": 2}, {""Product_Name"": ""Conference Equipments"", ""COUNT_"": 1}, {""Product_Name"": ""Dinning"", ""COUNT_"": 1}, {""Product_Name"": ""Trading Policy"", ""COUNT_"": 1}, {""Product_Name"": ""Trading Policy B"", ""COUNT_"": 1}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Product_Name"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
490,2809,What's the breakdown of the different product type codes?,,,,,,,,1,1,1,1,,,,,Pie,Easy,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2809"", ""data"": {""values"": [{""Product_Type_Code"": ""Books"", ""COUNT_Product_Type_Code_"": 4}, {""Product_Type_Code"": ""Clothes"", ""COUNT_Product_Type_Code_"": 2}, {""Product_Type_Code"": ""Electronics"", ""COUNT_Product_Type_Code_"": 4}, {""Product_Type_Code"": ""Food"", ""COUNT_Product_Type_Code_"": 5}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_Product_Type_Code_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Product_Type_Code"", ""type"": ""nominal""}}}"
491,2810,Could you show a chart displaying the total count for each product type code?,,,,,,,,1,1,1,1,,,,,Bar,Easy,Products,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2810"", ""data"": {""values"": [{""Product_Type_Code"": ""Books"", ""COUNT_Product_Type_Code_"": 4}, {""Product_Type_Code"": ""Clothes"", ""COUNT_Product_Type_Code_"": 2}, {""Product_Type_Code"": ""Electronics"", ""COUNT_Product_Type_Code_"": 4}, {""Product_Type_Code"": ""Food"", ""COUNT_Product_Type_Code_"": 5}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Product_Type_Code"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_Product_Type_Code_"", ""type"": ""quantitative""}}}"
492,2817,What’s the share of players with fewer than 30 points for each position?,,,,,,,,1,1,1,1,,,,,Pie,Medium,player,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2817"", ""data"": {""values"": [{""Position"": ""Full Back"", ""count_"": 1}, {""Position"": ""Left Wing"", ""count_"": 1}, {""Position"": ""Loose Forward"", ""count_"": 1}, {""Position"": ""Prop"", ""count_"": 3}, {""Position"": ""Second Row"", ""count_"": 3}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""count_"", ""type"": ""quantitative""}, ""color"": {""field"": ""Position"", ""type"": ""nominal""}}}"
493,2818,How many players have fewer than 30 points for each position?,,,,,,,,1,1,1,1,,,,,Bar,Medium,player,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2818"", ""data"": {""values"": [{""Position"": ""Full Back"", ""count_"": 1}, {""Position"": ""Left Wing"", ""count_"": 1}, {""Position"": ""Loose Forward"", ""count_"": 1}, {""Position"": ""Prop"", ""count_"": 3}, {""Position"": ""Second Row"", ""count_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Position"", ""type"": ""nominal""}, ""y"": {""field"": ""count_"", ""type"": ""quantitative""}}}"
494,2820,What are the different competition types and how many competitions fall into each category?,,,,,,,,1,1,1,1,,,,,Bar,Easy,competition,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2820"", ""data"": {""values"": [{""Competition_type"": ""Friendly"", ""COUNT_"": 8}, {""Competition_type"": ""Tournament"", ""COUNT_"": 3}]}, ""mark"": ""bar"", ""encoding"": {""x"": {""field"": ""Competition_type"", ""type"": ""nominal""}, ""y"": {""field"": ""COUNT_"", ""type"": ""quantitative""}}}"
495,2822,What’s the proportion of players coming from each club?,,,,,,,,1,1,1,1,,,,,Pie,Medium,club,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2822"", ""data"": {""values"": [{""name"": ""AIB"", ""COUNT_name_"": 2}, {""name"": ""ASC"", ""COUNT_name_"": 4}, {""name"": ""BK Slide"", ""COUNT_name_"": 6}, {""name"": ""HGS2"", ""COUNT_name_"": 2}, {""name"": ""IFG"", ""COUNT_name_"": 1}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_name_"", ""type"": ""quantitative""}, ""color"": {""field"": ""name"", ""type"": ""nominal""}}}"
497,2847,What are the top five genres by total track count?,,,,,,,,1,1,1,1,,,,,Pie,Extra Hard,genres,"{""$schema"": ""https://vega.github.io/schema/vega-lite/v6.json"", ""description"": ""Vega-Lite chart for key 2847"", ""data"": {""values"": [{""name"": ""Rock"", ""COUNT_"": 1297}, {""name"": ""Latin"", ""COUNT_"": 579}, {""name"": ""Metal"", ""COUNT_"": 374}, {""name"": ""Alternative & Punk"", ""COUNT_"": 332}, {""name"": ""Jazz"", ""COUNT_"": 130}]}, ""mark"": ""arc"", ""encoding"": {""theta"": {""field"": ""COUNT_"", ""type"": ""quantitative""}, ""color"": {""field"": ""name"", ""type"": ""nominal""}}}"
